movie_name,award_year,award_category,award_winner
Inherent Vice,2015-01-01,COSTUME DESIGN,False
Maleficent,2015-01-01,COSTUME DESIGN,False
CitizenFour,2015-01-01,DOCUMENTARY (Feature),True
Finding Vivian Maier,2015-01-01,DOCUMENTARY (Feature),False
Last Days in Vietnam,2015-01-01,DOCUMENTARY (Feature),False
The Salt of the Earth,2015-01-01,DOCUMENTARY (Feature),False
Virunga,2015-01-01,DOCUMENTARY (Feature),False
Crisis Hotline: Veterans Press 1,2015-01-01,DOCUMENTARY (Short Subject),True
Joanna,2015-01-01,DOCUMENTARY (Short Subject),False
Our Curse,2015-01-01,DOCUMENTARY (Short Subject),False
The Reaper (La Parka),2015-01-01,DOCUMENTARY (Short Subject),False
White Earth,2015-01-01,DOCUMENTARY (Short Subject),False
Leviathan,2015-01-01,FOREIGN LANGUAGE FILM,False
Tangerines,2015-01-01,FOREIGN LANGUAGE FILM,False
Timbuktu,2015-01-01,FOREIGN LANGUAGE FILM,False
Wild Tales,2015-01-01,FOREIGN LANGUAGE FILM,False
Guardians of the Galaxy,2015-01-01,MAKEUP AND HAIRSTYLING,False
Interstellar,2015-01-01,MUSIC (Original Score),False
The Lego Movie,2015-01-01,MUSIC (Original Song),False
Selma,2015-01-01,MUSIC (Original Song),True
Beyond the Lights,2015-01-01,MUSIC (Original Song),False
Glen Campbell...I'll Be Me,2015-01-01,MUSIC (Original Song),False
Begin Again,2015-01-01,MUSIC (Original Song),False
The Bigger Picture,2015-01-01,SHORT FILM (Animated),False
The Dam Keeper,2015-01-01,SHORT FILM (Animated),False
Feast,2015-01-01,SHORT FILM (Animated),True
Me and My Moulton,2015-01-01,SHORT FILM (Animated),False
A Single Life,2015-01-01,SHORT FILM (Animated),False
Aya,2015-01-01,SHORT FILM (Live Action),False
Boogaloo and Graham,2015-01-01,SHORT FILM (Live Action),False
Butter Lamp (La Lampe Au Beurre De Yak),2015-01-01,SHORT FILM (Live Action),False
Parvaneh,2015-01-01,SHORT FILM (Live Action),False
The Phone Call,2015-01-01,SHORT FILM (Live Action),True
The Hobbit: The Battle of the Five Armies,2015-01-01,SOUND EDITING,False
Captain America: The Winter Soldier,2015-01-01,VISUAL EFFECTS,False
Dawn of the Planet of the Apes,2015-01-01,VISUAL EFFECTS,False
X-Men: Days of Future Past,2015-01-01,VISUAL EFFECTS,False
Nightcrawler,2015-01-01,WRITING (Original Screenplay),False
Trumbo,2016-01-01,ACTOR IN A LEADING ROLE,False
The Martian,2016-01-01,ACTOR IN A LEADING ROLE,False
The Revenant,2016-01-01,ACTOR IN A LEADING ROLE,True
Steve Jobs,2016-01-01,ACTOR IN A LEADING ROLE,False
The Danish Girl,2016-01-01,ACTOR IN A LEADING ROLE,False
The Big Short,2016-01-01,ACTOR IN A SUPPORTING ROLE,False
Spotlight,2016-01-01,ACTOR IN A SUPPORTING ROLE,False
Bridge of Spies,2016-01-01,ACTOR IN A SUPPORTING ROLE,True
Creed,2016-01-01,ACTOR IN A SUPPORTING ROLE,False
Carol,2016-01-01,ACTRESS IN A LEADING ROLE,False
Room,2016-01-01,ACTRESS IN A LEADING ROLE,True
Joy,2016-01-01,ACTRESS IN A LEADING ROLE,False
